1000	100	201.941	
1000	102	175.940	
2000	103	106.177	   
2000	101	175.288	 
3000	100	93.728	 
3000	103	122.506	 
100	1000	201.941	 
100	102	121.468
100	2000	207.826
100	3000	93.727
101	103	222.323
101	2000	175.287
102	1000	175.942
102	100	121.466
102	2000	200.334
103	3000	122.507
103	2000	106.185
103	101	222.325
