1000	100	269.6980	
1000	102	310.4634
2000	103	207.9866
2000	101	320.7754
3000	100	69.2435
3000	103	311.3932
100	1000	69.8977
100	102	    3.3149
100	2000	326.2594
100	3000	269.1427
101	103	151.8806
101	2000	120.8758
102	1000	110.3651
102	100	203.0060
102	2000	287.5533
103	3000	111.2898
103	2000	7.8869
103	101	351.6806


